Title,Source,DOI,Year,Authenticus DT,WOS:000070984900003,Authenticus ID,Institution,NUTS II
Megabenthic commmunities in the waters around Svalbard,POLAR BIOLOGY,10.1007/bf02390425,1996,Article,WOS:A1996UY77200006,P-001-E3Q,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
A generalised index for stomach contents analysis in fish,SCIENTIA MARINA,NULL,1996,Article,WOS:A1996VG22500017,P-001-E8G,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
"Estuarine movement patterns of adult thin-lipped grey mullet, Liza ramada (Risso) (Pisces, Mugilidae), observed by ultrasonic tracking",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,10.1016/0022-0981(95)00162-x,1996,Article,WOS:A1996VK06700004,P-001-DP0,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
Biology of the Lucky Strike hydrothermal field,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,10.1016/s0967-0637(96)00051-9,1996,Article,WOS:A1996VY23800007,P-001-DQR,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
Anchovy spawning in the Mira estuary (southwestern Portugal),SCIENTIA MARINA,NULL,1996,Article,WOS:A1996WL54500011,P-001-DBN,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
"Sediment macrobenthos of mangrove flats at Inhaca Island, Mozambique",CAHIERS DE BIOLOGIE MARINE,NULL,1996,Article,WOS:A1996XC04700004,P-001-F1Q,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
The importance of shorebirds to energy fluxes in a food web of a South European estuary,ESTUARINE COASTAL AND SHELF SCIENCE,10.1006/ecss.1996.0112,1997,Article,WOS:A1997WG33500005,P-001-CCF,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
"Remotely sensed sea surface thermal patterns in the Gulf of Cadiz and the Strait of Gibraltar: Variability, correlations, and relationships with the surface wind field",JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1029/96jc02505,1997,Article,WOS:A1997WN40900011,P-001-BSK,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
Nondestructive tracing of migratory rhythms of intertidal benthic microalgae using in vivo chlorophyll a fluorescence,JOURNAL OF PHYCOLOGY,10.1111/j.0022-3646.1997.00542.x,1997,Article,WOS:A1997XH98800024,P-001-BBN,Universidade de Lisboa,AREA METROPOLITANA DE LISBOA
Herbaceous layer development during spring does not deplete soil nitrogen in the Portuguese montado,JOURNAL OF ARID ENVIRONMENTS,10.1016/j.jaridenv.2010.10.011,2011,Article,WOS:000286847100002,P-002-TS9,Universidade de Évora; Universidade Técnica de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Rajiformes (Neoselachii, batomorphii) from the alvalade basin, Portugal",ANNALES DE PALEONTOLOGIE,10.1016/j.annpal.2007.03.002,2007,Article,WOS:000247972400002,P-004-APV,Universidade de Évora; Universidade Nova de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Preliminary results of biological monitoring using benthic macroinfauna of the discharge areas of Lisbon drainage basins in Tagus estuary after new developments in sanitation infrastructures,JOURNAL OF SEA RESEARCH,10.1016/j.seares.2013.05.017,2013,Article,WOS:000327916900017,P-006-JSH,Universidade de Évora; Universidade Nova de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Provenance of Holocene beach sand in the Western Iberian margin: the use of the Kolmogorov-Smirnov test for the deciphering of sediment recycling in a modern coastal system,SEDIMENTOLOGY,10.1111/sed.12254,2016,Article,WOS:000379930500005,P-00K-PND,Universidade de Évora; Universidade Nova de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Population ecology of the sea lamprey (Petromyzon marinus) as an invasive species in the Laurentian Great Lakes and an imperiled species in Europe,REVIEWS IN FISH BIOLOGY AND FISHERIES,10.1007/s11160-016-9440-3,2016,Review,WOS:000386508400012,P-00K-KC8,Universidade de Évora; Universidade Nova de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Economic base model for the Guadiana estuary, Portugal an application for Integrated Coastal Zone Management",MARINE POLICY,10.1016/j.marpol.2013.03.010,2014,Article,WOS:000325600600009,P-006-FEF,Universidade de Évora; Universidade do Algarve; Universidade dos Açores,ALENTEJO; ALGARVE; REGIAO AUTONOMA DOS ACORES
The role of male visual and chemical cues on the activation of female courtship behaviour in the sex-role reversed peacock blenny,JOURNAL OF FISH BIOLOGY,10.1006/jfbi.2002.2026,2002,Article,WOS:000178249300007,P-000-NVN,Universidade de Évora; Universidade do Algarve; Instituto Superior de Psicologia Aplicada,ALENTEJO; ALGARVE; AREA METROPOLITANA DE LISBOA
Occurrence and distribution of cetaceans in Sao Tome and Principe tropical archipelago and their relation to environmental variables,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,10.1017/s0025315409002379,2009,Article,WOS:000269021800025,P-003-H6A,Universidade de Évora; Universidade do Algarve,ALENTEJO; ALGARVE; AREA METROPOLITANA DE LISBOA
Mantle dynamics and characteristics of the Azores plateau,EARTH AND PLANETARY SCIENCE LETTERS,10.1016/j.epsl.2012.11.014,2013,Article,WOS:000315752900026,P-002-179,Universidade de Évora; Universidade do Algarve,ALENTEJO; ALGARVE; AREA METROPOLITANA DE LISBOA
The effects of rearing temperature on reproductive conditioning of stalked barnacles (Pollicipes pollicipes),AQUACULTURE,10.1016/j.aquaculture.2015.06.015,2015,Article,WOS:000360189000053,P-00G-CH3,Universidade de Évora; Universidade do Algarve,ALENTEJO; ALGARVE
Helium isotope systematics in the vicinity of the Azores triple junction: Constraints on the Azores geodynamics,CHEMICAL GEOLOGY,10.1016/j.chemgeo.2014.02.015,2014,Article,WOS:000333404100006,P-009-8KM,Universidade de Évora; Universidade de Lisboa; Universidade dos Açores,ALENTEJO; AREA METROPOLITANA DE LISBOA; REGIAO AUTONOMA DOS ACORES
Metal partitioning and availability in estuarine surface sediments: Changes promoted by feeding activity of Scrobicularia plana and Liza ramada,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2015.07.039,2015,Article,WOS:000367630300025,P-00J-ZXK,Universidade de Évora; Universidade de Lisboa; Universidade de Aveiro,ALENTEJO; AREA METROPOLITANA DE LISBOA; CENTRO
"MACROSCOPIC LESIONS ON THE GREY TRIGGERFISH, BALISTES CAPRISCUS (PISCES) ASSOCIATED WITH THE PRESENCE OF THE PEDUNCULATE BARNACLE, CONCHODERMA VIRGATUM (CIRRIPEDIA, THORACICA)",CRUSTACEANA,10.1163/001121610x521163,2010,Article,WOS:000284510600005,P-003-374,Universidade de Évora; Universidade de Lisboa; Instituto Português do Mar e da Atmosfera,ALENTEJO; ALGARVE; AREA METROPOLITANA DE LISBOA
Exploited anadromous fish in Portugal: Suggested direction for conservation and management,MARINE POLICY,10.1016/j.marpol.2016.07.031,2016,Article,WOS:000385325300011,P-00M-553,Universidade de Évora; Universidade de Lisboa; Instituto Português do Mar e da Atmosfera,ALENTEJO; AREA METROPOLITANA DE LISBOA; NORTE
Movement of radio-tagged anadromous sea lamprey during the spawning migration in the River Mondego (Portugal),HYDROBIOLOGIA,10.1023/a:1021383417816,2002,Article,WOS:000179639600001,P-000-N47,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Effects of local nonlinearity and basin size in the dynamics of lattices of bistable maps,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,10.1016/s0378-4371(03)00452-7,2003,Article,WOS:000185687900014,P-000-FED,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Coupled bistable maps: A tool to study convection parameterization in ocean models,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,10.1142/s0218127404009648,2004,Article,WOS:000221487900007,P-000-BDA,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Laboratory protocol to calibrate sea lamprey (Petromyzon marinus L.) EMG signal output with swimming,HYDROBIOLOGIA,10.1007/s10750-006-0539-8,2007,Article,WOS:000245236200020,P-004-A99,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Morphological analysis of geographic variation of sea lamprey ammocoetes in Portuguese river basins,HYDROBIOLOGIA,10.1007/s10750-008-9285-4,2008,Article,WOS:000254088800005,P-003-ZP0,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Tidal settlement of the intertidal barnacles Chthamalus spp. in SW Portugal: interaction between diel and semi-lunar cycles,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps07516,2008,Article,WOS:000259768800012,P-004-42Z,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Multi-stage evolution of a sub-aerial volcanic ridge over the last 1.3 Myr: S. Jorge Island, Azores Triple Junction",EARTH AND PLANETARY SCIENCE LETTERS,10.1016/j.epsl.2008.06.041,2008,Article,WOS:000259949000006,P-003-W6Y,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Activity and movement patterns of the Lusitanian toadfish inferred from pressure-sensitive data-loggers in the Mira estuary (Portugal),FISHERIES MANAGEMENT AND ECOLOGY,10.1111/j.1365-2400.2008.00629.x,2008,Article,WOS:000260306900017,P-003-VRM,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Recruitment, growth and population size structure of Pollicipes pollicipes in SW Portugal",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,10.1016/j.jembe.2010.04.020,2010,Article,WOS:000282196800021,P-003-3WK,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Can muscle fatty acid signature be used to distinguish diets during the marine trophic phase of sea lamprey (Petromyzon marinus, L.)?",COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,10.1016/j.cbpb.2011.01.006,2011,Article,WOS:000289448600004,P-002-S5Y,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Management of the stalked barnacle (Pollicipes pollicipes) fishery in the Berlengas Nature Reserve (Portugal): evaluation of bag and size limit regulation measures,SCIENTIA MARINA,10.3989/scimar.2011.75n3439,2011,Article,WOS:000293661300003,P-002-NH9,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Correlating microbial community profiles with geochemical data in highly stratified sediments from the Arctic Mid-Ocean Ridge,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10.1073/pnas.1207574109,2012,Article,WOS:000310515800004,P-002-4DZ,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Feeding strategy assessment through fatty acid profiles in muscles of adult sea lampreys from the western Iberian coast,SCIENTIA MARINA,10.3989/scimar.03779.27b,2013,Article,WOS:000320584600007,P-006-ADF,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Can mitochondrial malondialdehyde content be a useful tool to evaluate sea lamprey juveniles' capacity to seawater acclimatization?,GREEN PROCESSING AND SYNTHESIS,10.1515/gps-2014-0087,2015,Article,WOS:000356591400010,P-00A-AV2,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Structural lipid changes and Na+/K+ -ATPase activity of gill cells' basolateral membranes during saltwater acclimation in sea lamprey (Petromyzon marinus, L.) juveniles",COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,10.1016/j.cbpa.2015.07.018,2015,Article,WOS:000361774500008,P-00G-FQP,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Movements of Diplodus sargus (Sparidae) within a Portuguese coastal Marine Protected Area: Are they really protected?,MARINE ENVIRONMENTAL RESEARCH,10.1016/j.marenvres.2016.01.004,2016,Article,WOS:000370095600010,P-00K-7BP,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Critical swimming speed of the southern straight-mouth nase Pseudochondrostoma willkommii (Steindachner, 1866), a potamodromous cyprinid from southern Europe",LIMNETICA,NULL,2016,Article,WOS:000391903600008,P-00M-DMF,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Offshore Wind Energy Conversion System Connected to the Electric Grid: Modeling and Simulation,TECHNOLOGICAL INNOVATION FOR CYBER-PHYSICAL SYSTEMS,10.1007/978-3-319-31165-4_37,2016,Proceedings Paper,WOS:000406878200037,P-00K-C0X,Universidade de Évora; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA
Spatial distribution of subtidal Nematoda communities along the salinity gradient in southern European estuaries,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,10.1016/j.actao.2008.11.007,2009,Article,WOS:000264201500017,P-003-MK7,Universidade de Évora; Universidade de Coimbra; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA; CENTRO
Spatial distribution of subtidal meiobenthos along estuarine gradients in two southern European estuaries (Portugal),JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,10.1017/s0025315409000691,2009,Article,WOS:000273904100002,P-003-E3E,Universidade de Évora; Universidade de Coimbra; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA; CENTRO
Predicting global habitat suitability for Corbicula fluminea using species distribution models: The importance of different environmental datasets,ECOLOGICAL MODELLING,10.1016/j.ecolmodel.2015.06.001,2016,Article,WOS:000367413500014,P-00G-N1C,Universidade de Évora; Universidade de Coimbra; Universidade de Aveiro,ALENTEJO; CENTRO
"A validated population-dynamics model for Scrobicularia plana (Mollusca, Bivalvia) in a south-western European estuary",MARINE AND FRESHWATER RESEARCH,10.1071/mf08127,2009,Article,WOS:000266305500004,P-003-R8C,Universidade de Évora; Universidade de Coimbra,ALENTEJO; CENTRO
A comparative analysis of benthic nematode assemblages from Zostera noltii beds before and after a major vegetation collapse,ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2015.07.001,2015,Article,WOS:000367630300027,P-00J-ZXN,Universidade de Évora; Universidade de Coimbra,ALENTEJO; CENTRO
Lower hypoxia thresholds of cuttlefish early life stages living in a warm acidified ocean,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2013.1695,2013,Article,WOS:000330321300027,P-008-CHS,Universidade de Évora; Universidade de Aveiro; Universidade de Lisboa,ALENTEJO; AREA METROPOLITANA DE LISBOA; CENTRO
"Medium-term evolution of an intermediate beach with an intertidal bar (Amoreira beach, Southwest Portuguese rocky coast)",JOURNAL OF COASTAL RESEARCH,NULL,2011,Article,WOS:000302824900018,P-002-WGB,Universidade de Évora; Universidade de Aveiro,ALENTEJO; AREA METROPOLITANA DE LISBOA; CENTRO
Equilibrium configuration of sandy embayed beaches from the Southwest Portuguese rocky coast,JOURNAL OF COASTAL RESEARCH,NULL,2011,Article,WOS:000302825000204,P-002-WFW,Universidade de Évora; Universidade de Aveiro,ALENTEJO; CENTRO
"Modeling the effect of temperature, solar radiation and salinity on Bolboschoenus maritimus sequestration of mercury",ECOLOGICAL MODELLING,10.1016/j.ecolmodel.2013.02.013,2013,Article,WOS:000317943400005,P-005-0S2,Universidade de Évora; Universidade de Aveiro,ALENTEJO; CENTRO
Sediment Sources and Transport Pathway Identification Based on Grain-Size Distributions on the SW Coast of Portugal,TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,10.3319/tao.2015.03.30.01(tt),2015,Article,WOS:000361081300005,P-00G-KWY,Universidade de Évora; Universidade de Aveiro,ALENTEJO; CENTRO
"Population census and nesting habitat selection of thin-billed prion Pachyptila belcheri on New Island, Falkland Islands",POLAR BIOLOGY,10.1007/s00300-002-0465-9,2003,Article,WOS:000181676100009,P-000-HNN,Universidade de Évora; Instituto Superior de Psicologia Aplicada,ALENTEJO; AREA METROPOLITANA DE LISBOA
Can Human-made Saltpans Represent an Alternative Habitat for Shorebirds? Implications for a Predictable Loss of Estuarine Sediment Flats,ENVIRONMENTAL MANAGEMENT,10.1007/s00267-013-0195-5,2014,Article,WOS:000329230000015,P-008-QGK,Universidade de Évora; Instituto Superior de Psicologia Aplicada,ALENTEJO; ALGARVE; AREA METROPOLITANA DE LISBOA
Evaluating the influence of diet-related variables on breeding performance and home range behaviour of a top predator,POPULATION ECOLOGY,10.1007/s10144-015-0506-1,2015,Article,WOS:000363957300008,P-00G-VZB,Universidade de Évora; Instituto Superior de Psicologia Aplicada,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Accumulation and biological cycling of heavy metal in four salt marsh species, from Tagus estuary (Portugal)",ENVIRONMENTAL POLLUTION,10.1016/j.envpol.2009.12.004,2010,Article,WOS:000277726500071,P-003-6YK,Universidade de Évora; Instituto Português do Mar e da Atmosfera,ALENTEJO; AREA METROPOLITANA DE LISBOA
Application of Generalized Linear Models and Generalized Estimation Equations to model at-haulback mortality of blue sharks captured in a pelagic longline fishery in the Atlantic Ocean,FISHERIES RESEARCH,10.1016/j.fishres.2013.02.010,2013,Article,WOS:000319550200008,P-004-ZR4,Universidade de Évora; Instituto Português do Mar e da Atmosfera,ALENTEJO; ALGARVE
"Spontaneous melanotic lesions in axillary seabream, Pagellus acarne (Risso)",JOURNAL OF FISH DISEASES,10.1111/jfd.12031,2013,Article,WOS:000322885400003,P-006-7YK,Universidade de Évora; Instituto Português do Mar e da Atmosfera,ALENTEJO; AREA METROPOLITANA DE LISBOA
Harvest control rules for data limited stocks using length-based reference points and survey biomass indices,FISHERIES RESEARCH,10.1016/j.fishres.2014.11.013,2015,Article,WOS:000361257300003,P-00G-MBS,Universidade de Évora; Instituto Português do Mar e da Atmosfera,ALENTEJO; AREA METROPOLITANA DE LISBOA
"Reproductive cycle of Pollicipes pollicipes at Cabo de Sines, south-west coast of Portugal",JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,NULL,1998,Article,WOS:000074430400008,P-001-81K,Universidade de Évora,ALENTEJO
Settlement patterns of Chthamalus spp. at Praia da Oliveirinha (SW Portugal),ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,10.1016/s1146-609x(99)00138-1,1999,Article,WOS:000083515600007,P-001-3WJ,Universidade de Évora,ALENTEJO
European-scale analysis of seasonal variability in limpet grazing activity and microalgal abundance,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps211193,2001,Article,WOS:000167561300016,P-000-XGH,Universidade de Évora,ALENTEJO
"Distribution and abundance of co-occurring chthamalid barnacles Chthamalus montagui and Chthamalus stellatus (Crustacea, Cirripedia) on the southwest coast of Portugal",HYDROBIOLOGIA,10.1023/a:1004160203187,2000,Article,WOS:000167736300032,P-000-Y9M,Universidade de Évora,ALENTEJO
Variation in the sizes of chthamalid barnacle post-settlement cyprids on European shores,MARINE ECOLOGY-PUBBLICAZIONI DELLA STAZIONE ZOOLOGICA DI NAPOLI I,10.1046/j.1439-0485.2001.01760.x,2001,Article,WOS:000173167700002,P-000-SM4,Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA
STAAARTE-MED 1998 summer airborne measurements over the Aegean Sea - 1. Aerosol particles and trace gases,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,10.1029/2001jd001337,2002,Article,WOS:000180860300001,P-000-MJB,Universidade de Évora,ALENTEJO
Aerosol optical properties from columnar data during the second Aerosol Characterization Experiment on the south coast of Portugal,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,10.1029/2002jd002196,2002,Article,WOS:000180867500042,P-000-MJE,Universidade de Évora,ALENTEJO
Magnetic spectral analysis in Portugal and its adjacent seas,PHYSICS AND CHEMISTRY OF THE EARTH,10.1016/s1474-7065(03)00070-6,2003,Article,WOS:000184296300015,P-000-KBA,Universidade de Évora,ALENTEJO
"Feeding ecology of Liza ramada (Risso, 1810) (Pisces, Mugilidae) in a south-western estuary of Portugal",ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/s0272-7714(02)00357-8,2003,Article,WOS:000184500300026,P-000-GSK,Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA
Seismic sources on the Iberia-African plate boundary and their tectonic implications,PURE AND APPLIED GEOPHYSICS,10.1007/s00024-003-2466-1,2004,Article,WOS:000188515900009,P-000-BHE,Universidade de Évora,ALENTEJO
Assessment methodology for southern siliceous basins in Portugal,HYDROBIOLOGIA,10.1023/b:hydr.0000025266.86493.a2,2004,Article,WOS:000220995000013,P-000-BCR,Universidade de Évora,ALENTEJO
Spatial variation in the recruitment of the intertidal barnacles Chthamalus montagui southward and Chthamalus stellatus (Poli) (Crustacea: Cirripedia) over an European scale,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,10.1016/j.jembe.2003.12.005,2004,Article,WOS:000221572400006,P-000-9W9,Universidade de Évora,ALENTEJO
Aerosol characterization and direct radiative forcing assessment over the ocean. Part I: Methodology and sensitivity analysis,JOURNAL OF APPLIED METEOROLOGY,10.1175/jam2156.1,2004,Article,WOS:000226458600001,P-000-7H1,Universidade de Évora,ALENTEJO
Aerosol characterization and direct radiative forcing assessment over the ocean. Part II: Application to test cases and validation,JOURNAL OF APPLIED METEOROLOGY,10.1175/jam2157.1,2004,Article,WOS:000226458600002,P-000-7H2,Universidade de Évora,ALENTEJO
Thermodynamic optimization of global circulation and climate,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,10.1002/er.1058,2005,Article,WOS:000227509400002,P-000-46R,Universidade de Évora,ALENTEJO
Tidal rates of settlement of the intertidal barnacles Chthamalus stellatus and Chthamalus montagui in western Europe: the influence of the night/day cycle,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,10.1016/j.jembe.2004.12.005,2005,Article,WOS:000228946500006,P-000-3D4,Universidade de Évora,ALENTEJO
Directional kriging: A proposal to determine sediment transport,JOURNAL OF COASTAL RESEARCH,10.2112/03-0132,2006,Article,WOS:000242695100005,P-004-GB7,Universidade de Évora,ALENTEJO
The issue of outwelling in the Guadiana River estuary (Portugal): some findings and research suggestions in the context of recent evidence,HYDROBIOLOGIA,10.1007/s10750-007-0674-x,2007,Article,WOS:000247413500015,P-004-8EE,Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA
Local diurnal upwelling driven by sea breezes in northern Monterey Bay,CONTINENTAL SHELF RESEARCH,10.1016/j.csr.2007.05.014,2007,Article,WOS:000250912300001,P-004-6EV,Universidade de Évora,ALENTEJO
Marine Conservation in a Southwest Portuguese Natural Park,JOURNAL OF COASTAL RESEARCH,NULL,2009,Article,WOS:000266722300080,P-003-QW3,Universidade de Évora,ALENTEJO
Sand size versus beachface slope - An explanation based on the Constructal Law,GEOMORPHOLOGY,10.1016/j.geomorph.2009.07.008,2010,Article,WOS:000273110600014,P-003-9QK,Universidade de Évora,ALENTEJO
Use of sand beds of variable permeability in beach profile engineering,"POROUS MEDIA AND ITS APPLICATIONS IN SCIENCE, ENGINEERING AND INDUSTRY",10.1063/1.3453816,2010,Proceedings Paper,WOS:000282998600037,P-003-CBD,Universidade de Évora,ALENTEJO
"Role of Vertical Resolution in Numerical Models Towards the Intensification, Structure and Track of Tropical Cyclones",MARINE GEODESY,10.1080/01490419.2010.518066,2010,Article,WOS:000284004400004,P-003-BXQ,Universidade de Évora,ALENTEJO
Tropospheric ozone variability over the Iberian Peninsula,ATMOSPHERIC ENVIRONMENT,10.1016/j.atmosenv.2010.09.029,2011,Article,WOS:000285675600018,P-002-Y2P,Universidade de Évora,ALENTEJO
Tropospheric ozone variability over the Indian coastline and adjacent land and sea,INTERNATIONAL JOURNAL OF REMOTE SENSING,10.1080/01431160903571825,2011,Article,WOS:000288782500003,P-002-YV5,Universidade de Évora,ALENTEJO
Remote sensing of water quality parameters over Alqueva Reservoir in the south of Portugal,INTERNATIONAL JOURNAL OF REMOTE SENSING,10.1080/01431161003747513,2011,Article,WOS:000293226100007,P-002-YV8,Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA
Regional CO pollution over the Indian-subcontinent and various transport pathways as observed by MOPITT,INTERNATIONAL JOURNAL OF REMOTE SENSING,10.1080/01431161.2010.507796,2011,Article,WOS:000298370800012,P-002-YV9,Universidade de Évora,ALENTEJO
Ocean exergy and energy conversion systems,INTERNATIONAL JOURNAL OF EXERGY,10.1504/ijex.2012.047507,2012,Article,WOS:000305742300006,P-002-G7E,Universidade de Évora,ALENTEJO
Effects of natural hydrological variability on fish assemblages in small Mediterranean streams: Implications for ecological assessment,ECOLOGICAL INDICATORS,10.1016/j.ecolind.2012.04.024,2012,Article,WOS:000307130300049,P-002-393,Universidade de Évora,ALENTEJO
Muscular hypertrophy of urinary bladders in dominant tilapia facilitates the control of aggression through urinary signals,BEHAVIOUR,10.1163/1568539x-00003023,2012,Article,WOS:000311973400005,P-002-EN9,Universidade de Évora,ALENTEJO; ALGARVE
Mutualistic growth of the sulfate-reducer Desulfovibrio vulgaris Hildenborough with different carbohydrates,MICROBIOLOGY,10.1134/s002626171206015x,2012,Article,WOS:000312065600003,P-002-3PD,Universidade de Évora,ALENTEJO
Projected climate change and the changing biogeography of coastal Mediterranean fishes,JOURNAL OF BIOGEOGRAPHY,10.1111/jbi.12013,2013,Article,WOS:000314922500011,P-002-09Q,Universidade de Évora,ALENTEJO
"Patterns of abundance, population size structure and microhabitat usage of Paracentrotus lividus (Echinodermata: Echinoidea) in SW Portugal and NW Italy",MARINE BIOLOGY,10.1007/s00227-013-2166-z,2013,Article,WOS:000318002900009,P-005-161,Universidade de Évora,ALENTEJO
CO2 hydrates as a climate change mitigation strategy: definition of stability zones in the Portuguese deep offshore,INTERNATIONAL JOURNAL OF GLOBAL WARMING,10.1504/ijgw.2013.053495,2013,Article,WOS:000320833600003,P-006-G80,Universidade de Évora,ALENTEJO; AREA METROPOLITANA DE LISBOA
Food sources of macrobenthos in an estuarine seagrass habitat (Zostera noltii) as revealed by dual stable isotope signatures,MARINE BIOLOGY,10.1007/s00227-013-2238-0,2013,Article,WOS:000323622400021,P-006-7T5,Universidade de Évora,ALENTEJO
Patterns of distribution and abundance of the stalked barnacle (Pollicipes pollicipes) in the central and southwest coast of continental Portugal,JOURNAL OF SEA RESEARCH,10.1016/j.seares.2013.04.005,2013,Article,WOS:000327916900019,P-006-JSK,Universidade de Évora,ALENTEJO
Temporal and spatial variation in the Nazare Canyon (Western Iberian margin): Inter-annual and canyon heterogeneity effects on meiofauna biomass and diversity,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,10.1016/j.dsr.2013.09.010,2014,Article,WOS:000329768900011,P-008-G4T,Universidade de Évora,ALENTEJO
Factors affecting the fishing impact on cartilaginous fishes in southeastern Spain (western Mediterranean Sea),SCIENTIA MARINA,10.3989/scimar.04025.21a,2014,Article,WOS:000333804100007,P-009-9QY,Universidade de Évora,ALENTEJO
Resource utilization and trophic position of nematodes and harpacticoid copepods in and adjacent to Zostera noltii beds,BIOGEOSCIENCES,10.5194/bg-11-4001-2014,2014,Article,WOS:000339895600018,P-009-QC9,Universidade de Évora,ALENTEJO
"Gastrointestinal parasite fauna of Emperor Penguins (Aptenodytes forsteri) at the Atka Bay, Antarctica",PARASITOLOGY RESEARCH,10.1007/s00436-014-4085-4,2014,Article,WOS:000343914500026,P-009-XVM,Universidade de Évora,ALENTEJO
